sample,sub_sample,result_id,test_precision,test_recall,test_f1
1,1,1,0.9070631970260223,0.9138576779026217,0.9104477611940299
1,1,2,0.9063670411985019,0.9097744360902256,0.9080675422138837
1,1,3,0.9063670411985019,0.9097744360902256,0.9080675422138837
1,1,4,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,5,0.9063670411985019,0.9097744360902256,0.9080675422138837
1,1,6,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,7,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,8,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,9,0.9063670411985019,0.9097744360902256,0.9080675422138837
1,1,10,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,11,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,12,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,13,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,14,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,15,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,16,0.9050873196659074,0.9023467070401211,0.9037149355572404
1,1,17,0.9063670411985019,0.9097744360902256,0.9080675422138837
1,1,18,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,19,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,20,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,21,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,22,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,23,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,24,0.9050873196659074,0.9023467070401211,0.9037149355572404
1,1,25,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,26,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,27,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,28,0.9050873196659074,0.9023467070401211,0.9037149355572404
1,1,29,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,30,0.9050873196659074,0.9023467070401211,0.9037149355572404
1,1,31,0.9050873196659074,0.9023467070401211,0.9037149355572404
1,1,32,0.9049429657794676,0.9015151515151515,0.9032258064516129
1,1,33,0.9063670411985019,0.9097744360902256,0.9080675422138837
1,1,34,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,35,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,36,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,37,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,38,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,39,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,40,0.9050873196659074,0.9023467070401211,0.9037149355572404
1,1,41,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,42,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,43,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,44,0.9050873196659074,0.9023467070401211,0.9037149355572404
1,1,45,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,1,46,0.9050873196659074,0.9023467070401211,0.9037149355572404
1,1,47,0.9050873196659074,0.9023467070401211,0.9037149355572404
1,1,48,0.9049429657794676,0.9015151515151515,0.9032258064516129
1,1,49,0.905802562170309,0.9064856711915535,0.9061439879381833
1,1,50,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,2,1,0.9070631970260223,0.9138576779026217,0.9104477611940299
1,2,2,0.9063670411985019,0.9097744360902256,0.9080675422138837
1,2,3,0.9063670411985019,0.9097744360902256,0.9080675422138837
1,2,4,0.905802562170309,0.9064856711915535,0.9061439879381833
1,2,5,0.9063670411985019,0.9097744360902256,0.9080675422138837
1,2,6,0.905802562170309,0.9064856711915535,0.9061439879381833
1,2,7,0.905802562170309,0.9064856711915535,0.9061439879381833
1,2,8,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,2,9,0.9063670411985019,0.9097744360902256,0.9080675422138837
1,2,10,0.905802562170309,0.9064856711915535,0.9061439879381833
1,2,11,0.905802562170309,0.9064856711915535,0.9061439879381833
1,2,12,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,2,13,0.905802562170309,0.9064856711915535,0.9061439879381833
1,2,14,0.9053747161241483,0.9040060468631897,0.9046898638426626
1,2,15,0.9053747161241483,0.9040060468631897,0.9046898638426626
