sample,sub_sample,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,test_precision,test_recall,test_f1
1,3,1543,1.00,0.91,799,82,873,0,4,46,1.0,0.9554655870445344,0.9772256728778468
2,3,309,1.00,0.97,782,21,801,0,6,62,0.3170212765957447,0.9900332225913622,0.4802578565672845
3,3,422,1.00,0.98,843,15,855,0,6,64,0.9552238805970149,0.9884169884169884,0.9715370018975333
4,3,265,1.00,0.97,820,28,846,0,6,68,0.40458015267175573,0.9875776397515528,0.5740072202166066
5,3,395,1.00,0.98,882,21,900,0,5,49,0.9784172661870504,0.9890909090909091,0.9837251356238699
