sample,result_id,test_precision,test_recall,test_f1
1,1,0.9982578397212544,0.8828967642526965,0.9370400654129191
1,2,0.9982409850483729,0.8781431334622823,0.934348631405639
1,3,0.9982409850483729,0.8781431334622823,0.934348631405639
1,4,0.99822695035461,0.8742236024844721,0.9321192052980133
1,5,0.9982409850483729,0.8781431334622823,0.934348631405639
1,6,0.9982253771073647,0.8737864077669902,0.9318699523710914
1,7,0.9982253771073647,0.8737864077669902,0.9318699523710914
1,8,0.998212689901698,0.8702765874561745,0.9298647242455775
1,9,0.9982409850483729,0.8781431334622823,0.934348631405639
1,10,0.9982253771073647,0.8737864077669902,0.9318699523710914
1,11,0.9982253771073647,0.8737864077669902,0.9318699523710914
1,12,0.998212689901698,0.8702765874561745,0.9298647242455775
1,13,0.99822695035461,0.8742236024844721,0.9321192052980133
1,14,0.998212689901698,0.8702765874561745,0.9298647242455775
1,15,0.998212689901698,0.8702765874561745,0.9298647242455775
1,16,0.9982014388489209,0.8671875,0.9280936454849499
1,17,0.9982409850483729,0.8781431334622823,0.934348631405639
1,18,0.99822695035461,0.8742236024844721,0.9321192052980133
1,19,0.9982253771073647,0.8737864077669902,0.9318699523710914
1,20,0.998212689901698,0.8702765874561745,0.9298647242455775
1,21,0.99822695035461,0.8742236024844721,0.9321192052980133
1,22,0.9982158786797503,0.8711560918645387,0.9303679068800664
1,23,0.998212689901698,0.8702765874561745,0.9298647242455775
1,24,0.9982030548068284,0.8676298320968372,0.928347608105285
1,25,0.9982253771073647,0.8737864077669902,0.9318699523710914
1,26,0.998212689901698,0.8702765874561745,0.9298647242455775
1,27,0.998212689901698,0.8702765874561745,0.9298647242455775
1,28,0.9982014388489209,0.8671875,0.9280936454849499
1,29,0.998212689901698,0.8702765874561745,0.9298647242455775
1,30,0.9982030548068284,0.8676298320968372,0.928347608105285
1,31,0.9983065198983911,0.896918980600989,0.9449008214786616
1,32,0.9982920580700256,0.8927071401298206,0.9425519048578916
1,33,0.9982920580700256,0.8927071401298206,0.9425519048578916
1,34,0.998280309544282,0.8893144389122941,0.9406522179461211
1,35,0.9982920580700256,0.8927071401298206,0.9425519048578916
1,36,0.998280309544282,0.8893144389122941,0.9406522179461211
1,37,0.998280309544282,0.8893144389122941,0.9406522179461211
1,38,0.9982713915298185,0.8867562380038387,0.9392152876600934
1,39,0.9982920580700256,0.8927071401298206,0.9425519048578916
1,40,0.998280309544282,0.8893144389122941,0.9406522179461211
1,41,0.998280309544282,0.8893144389122941,0.9406522179461211
1,42,0.9982713915298185,0.8867562380038387,0.9392152876600934
1,43,0.998280309544282,0.8893144389122941,0.9406522179461211
1,44,0.9982713915298185,0.8867562380038387,0.9392152876600934
1,45,0.9982713915298185,0.8867562380038387,0.9392152876600934
1,46,0.9982653946227233,0.8850442137639369,0.9382514774811493
1,47,0.9982920580700256,0.8927071401298206,0.9425519048578916
1,48,0.998280309544282,0.8893144389122941,0.9406522179461211
1,49,0.998280309544282,0.8893144389122941,0.9406522179461211
1,50,0.9982713915298185,0.8867562380038387,0.9392152876600934
2,1,0.9180722891566265,0.8016833245660179,0.8559393428812131
2,2,0.9171741778319124,0.7959830866807611,0.8522920203735146
2,3,0.9171741778319124,0.7959830866807611,0.8522920203735146
2,4,0.9164619164619164,0.7915119363395225,0.8494164531739254
2,5,0.9164619164619164,0.7915119363395225,0.8494164531739254
2,6,0.9171741778319124,0.7959830866807611,0.8522920203735146
2,7,0.9159456118665018,0.7882978723404256,0.8473413379073755
2,8,0.9164619164619164,0.7915119363395225,0.8494164531739254
2,9,0.9164619164619164,0.7915119363395225,0.8494164531739254
2,10,0.9171741778319124,0.7959830866807611,0.8522920203735146
2,11,0.9159456118665018,0.7882978723404256,0.8473413379073755
2,12,0.9164619164619164,0.7915119363395225,0.8494164531739254
2,13,0.9144736842105263,0.8454130765331982,0.8785883592309718
2,14,0.9135254988913526,0.8395313295975547,0.8749668170958322
2,15,0.9155844155844156,0.8523929471032745,0.8828593790764414
2,16,0.9144736842105263,0.8454130765331982,0.8785883592309718
2,17,0.9121621621621622,0.8311954848640328,0.8697986577181208
2,18,0.912751677852349,0.8347826086956521,0.8720277851990381
2,19,0.9135254988913526,0.8395313295975547,0.8749668170958322
2,20,0.912751677852349,0.8347826086956521,0.8720277851990381
2,21,0.9117647058823529,0.8287917737789203,0.8683005655803933
2,22,0.9121621621621622,0.8311954848640328,0.8697986577181208
2,23,0.912751677852349,0.8347826086956521,0.8720277851990381
2,24,0.9135254988913526,0.8395313295975547,0.8749668170958322
2,25,0.912751677852349,0.8347826086956521,0.8720277851990381
2,26,0.9121621621621622,0.8311954848640328,0.8697986577181208
2,27,0.9144736842105263,0.8454130765331982,0.8785883592309718
2,28,0.9135254988913526,0.8395313295975547,0.8749668170958322
2,29,0.9117647058823529,0.8287917737789203,0.8683005655803933
2,30,0.9121621621621622,0.8311954848640328,0.8697986577181208
2,31,0.9121621621621622,0.8311954848640328,0.8697986577181208
2,32,0.912751677852349,0.8347826086956521,0.8720277851990381
2,33,0.912751677852349,0.8347826086956521,0.8720277851990381
2,34,0.9135254988913526,0.8395313295975547,0.8749668170958322
2,35,0.9135254988913526,0.8395313295975547,0.8749668170958322
2,36,0.9144736842105263,0.8454130765331982,0.8785883592309718
2,37,0.9115646258503401,0.8275862068965517,0.8675478823846776
2,38,0.9117647058823529,0.8287917737789203,0.8683005655803933
2,39,0.9117647058823529,0.8287917737789203,0.8683005655803933
2,40,0.9121621621621622,0.8311954848640328,0.8697986577181208
2,41,0.9121621621621622,0.8311954848640328,0.8697986577181208
2,42,0.912751677852349,0.8347826086956521,0.8720277851990381
2,43,0.912751677852349,0.8347826086956521,0.8720277851990381
2,44,0.9135254988913526,0.8395313295975547,0.8749668170958322
2,45,0.9115646258503401,0.8275862068965517,0.8675478823846776
2,46,0.9115646258503401,0.8275862068965517,0.8675478823846776
2,47,0.9115646258503401,0.8275862068965517,0.8675478823846776
2,48,0.9117647058823529,0.8287917737789203,0.8683005655803933
2,49,0.9115646258503401,0.8275862068965517,0.8675478823846776
2,50,0.9117647058823529,0.8287917737789203,0.8683005655803933
3,1,0.9887892376681614,0.6494845360824743,0.784
3,2,0.9887640449438202,0.6484893146647015,0.7832665776591009
3,3,0.9887892376681614,0.6494845360824743,0.784
3,4,0.9887640449438202,0.6484893146647015,0.7832665776591009
3,5,0.9886621315192744,0.6444937176644494,0.7803131991051454
3,6,0.9886877828054299,0.6454948301329394,0.7810545129579982
3,7,0.9886877828054299,0.6454948301329394,0.7810545129579982
3,8,0.9886621315192744,0.6444937176644494,0.7803131991051454
3,9,0.9886363636363636,0.643491124260355,0.7795698924731183
3,10,0.9886363636363636,0.643491124260355,0.7795698924731183
3,11,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,12,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,13,0.9886363636363636,0.643491124260355,0.7795698924731183
3,14,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,15,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,16,0.9886363636363636,0.643491124260355,0.7795698924731183
3,17,0.9886363636363636,0.643491124260355,0.7795698924731183
3,18,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,19,0.9886363636363636,0.643491124260355,0.7795698924731183
3,20,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,21,0.9886363636363636,0.643491124260355,0.7795698924731183
3,22,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,23,0.9886363636363636,0.643491124260355,0.7795698924731183
3,24,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,25,0.9886363636363636,0.643491124260355,0.7795698924731183
3,26,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,27,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,28,0.9886363636363636,0.643491124260355,0.7795698924731183
3,29,0.9886363636363636,0.643491124260355,0.7795698924731183
3,30,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,31,0.9886877828054299,0.6454948301329394,0.7810545129579982
3,32,0.9886621315192744,0.6444937176644494,0.7803131991051454
3,33,0.9886363636363636,0.643491124260355,0.7795698924731183
3,34,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,35,0.9886621315192744,0.6444937176644494,0.7803131991051454
3,36,0.9886877828054299,0.6454948301329394,0.7810545129579982
3,37,0.9886877828054299,0.6454948301329394,0.7810545129579982
3,38,0.9886363636363636,0.643491124260355,0.7795698924731183
3,39,0.9886621315192744,0.6444937176644494,0.7803131991051454
3,40,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,41,0.9886621315192744,0.6444937176644494,0.7803131991051454
3,42,0.9886877828054299,0.6454948301329394,0.7810545129579982
3,43,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,44,0.9886363636363636,0.643491124260355,0.7795698924731183
3,45,0.9886363636363636,0.643491124260355,0.7795698924731183
3,46,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,47,0.9886363636363636,0.643491124260355,0.7795698924731183
3,48,0.9886104783599089,0.6424870466321243,0.7788245850157021
3,49,0.9886363636363636,0.643491124260355,0.7795698924731183
3,50,0.9886363636363636,0.643491124260355,0.7795698924731183
4,1,0.861557478368356,0.8048498845265589,0.8322388059701492
4,2,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,3,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,4,0.8606965174129353,0.8013896931094383,0.8299850074962518
4,5,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,6,0.86,0.7986070806732444,0.8281673186879325
4,7,0.86,0.7986070806732444,0.8281673186879325
4,8,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,9,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,10,0.8606965174129353,0.8013896931094383,0.8299850074962518
4,11,0.86,0.7986070806732444,0.8281673186879325
4,12,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,13,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,14,0.86,0.7986070806732444,0.8281673186879325
4,15,0.8606965174129353,0.8013896931094383,0.8299850074962518
4,16,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,17,0.86,0.7986070806732444,0.8281673186879325
4,18,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,19,0.8589420654911839,0.7944088526499709,0.8254160363086233
4,20,0.8603491271820449,0.8,0.829077801141484
4,21,0.8589420654911839,0.7944088526499709,0.8254160363086233
4,22,0.8594730238393977,0.7965116279069767,0.8267954133977067
4,23,0.8589420654911839,0.7944088526499709,0.8254160363086233
4,24,0.8587641866330391,0.7937062937062938,0.824954572986069
4,25,0.8589420654911839,0.7944088526499709,0.8254160363086233
4,26,0.8594730238393977,0.7965116279069767,0.8267954133977067
4,27,0.8589420654911839,0.7944088526499709,0.8254160363086233
4,28,0.8587641866330391,0.7937062937062938,0.824954572986069
4,29,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,30,0.86,0.7986070806732444,0.8281673186879325
4,31,0.86,0.7986070806732444,0.8281673186879325
4,32,0.8606965174129353,0.8013896931094383,0.8299850074962518
4,33,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,34,0.8589420654911839,0.7944088526499709,0.8254160363086233
4,35,0.8587641866330391,0.7937062937062938,0.824954572986069
4,36,0.8589420654911839,0.7944088526499709,0.8254160363086233
4,37,0.8594730238393977,0.7965116279069767,0.8267954133977067
4,38,0.8587641866330391,0.7937062937062938,0.824954572986069
4,39,0.8606965174129353,0.8013896931094383,0.8299850074962518
4,40,0.8606965174129353,0.8013896931094383,0.8299850074962518
4,41,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,42,0.8606965174129353,0.8013896931094383,0.8299850074962518
4,43,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,44,0.8601747815230961,0.7993039443155452,0.8286229705351774
4,45,0.86,0.7986070806732444,0.8281673186879325
4,46,0.8606965174129353,0.8013896931094383,0.8299850074962518
