theta,delta,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,val_precision,val_recall,val_f1,test_precision,test_recall,test_f1
1.5,0.6,59,0.98,0.91,167,17,181,3,4,34,0.0001985087033659632,0.9696969696969697,0.000396936149099141,0.0001175934500448325,0.9411764705882353,0.00023515751879422985
1.5,0.4,61,0.98,0.91,167,17,181,3,4,34,0.00019558945772822845,0.9696969696969697,0.000391100029943596,0.00010431879824744419,0.9411764705882353,0.00020861447393296956
1.5,0.25,67,0.98,0.91,167,17,181,3,4,34,0.0001985087033659632,0.9696969696969697,0.000396936149099141,0.0001175934500448325,0.9411764705882353,0.00023515751879422985
1.5,0.2,63,0.98,0.91,167,17,181,3,4,34,0.00019558945772822845,0.9696969696969697,0.000391100029943596,0.00010431879824744419,0.9411764705882353,0.00020861447393296956
1.5,0.15,64,0.98,0.91,167,17,181,3,4,34,0.0001985087033659632,0.9696969696969697,0.000396936149099141,0.0001175934500448325,0.9411764705882353,0.00023515751879422985
1.5,0.1,60,0.98,0.91,167,17,181,3,4,34,0.0001926782273603083,0.9696969696969697,0.00038527989982722606,9.964749697943524,0.9411764705882353,0.00019927389574238866
2,1,54,0.98,0.92,169,15,180,4,4,34,0.00018013352397464621,0.9696969696969697,0.0003602001362006765,8.871933637936389,0.9411764705882353,0.00017742194820388
2,0.6,65,0.98,0.92,169,15,180,4,4,34,0.00018276315037980468,0.9696969696969697,0.000365457421355276,9.30795364639084,0.9411764705882353,0.00018614066417315734
2,0.4,62,0.98,0.92,169,15,180,4,4,34,0.00018013352397464621,0.9696969696969697,0.0003602001362006765,8.871933637936389,0.9411764705882353,0.00017742194820388
2,0.25,56,0.98,0.92,169,15,180,4,4,34,0.00018276315037980468,0.9696969696969697,0.000365457421355276,9.263440673452137,0.9411764705882353,0.00018525058035533378
2,0.2,66,0.98,0.92,169,15,180,4,4,34,0.00018013352397464621,0.9696969696969697,0.0003602001362006765,8.871933637936389,0.9411764705882353,0.00017742194820388
2,0.15,65,0.98,0.92,169,15,180,4,4,34,0.00018013352397464621,0.9696969696969697,0.0003602001362006765,8.871933637936389,0.9411764705882353,0.00017742194820388
2,0.1,63,0.98,0.92,169,15,180,4,4,34,0.00018276315037980468,0.9696969696969697,0.000365457421355276,9.263440673452137,0.9411764705882353,0.00018525058035533378
2.5,1,58,0.97,0.97,178,6,178,6,4,32,0.00016480743281521997,0.9696969696969697,0.0003295588545770061,9.00756635573882,1.0,0.0001801351013259945
2.5,0.6,59,0.97,0.97,178,6,178,6,4,32,0.00016480743281521997,0.9696969696969697,0.0003295588545770061,9.00756635573882,1.0,0.0001801351013259945
2.5,0.4,72,0.97,0.97,178,6,178,6,4,32,0.00016480743281521997,0.9696969696969697,0.0003295588545770061,9.00756635573882,1.0,0.0001801351013259945
2.5,0.25,70,0.97,0.97,178,6,178,6,4,32,0.00016480743281521997,0.9696969696969697,0.0003295588545770061,9.00756635573882,1.0,0.0001801351013259945
2.5,0.2,65,0.97,0.97,178,6,178,6,4,32,0.00016480743281521997,0.9696969696969697,0.0003295588545770061,9.00756635573882,1.0,0.0001801351013259945
2.5,0.15,58,0.97,0.97,178,6,178,6,4,32,0.00016480743281521997,0.9696969696969697,0.0003295588545770061,9.00756635573882,1.0,0.0001801351013259945
2.5,0.1,60,0.97,0.97,178,6,178,6,4,32,0.00016480743281521997,0.9696969696969697,0.0003295588545770061,9.00756635573882,1.0,0.0001801351013259945
3,1,52,0.97,0.97,178,6,178,6,3,23,0.0001554907677356657,0.9696969696969697,0.00031093167762215,7.69027009937538,1.0,0.00015379357484620644
3,0.6,51,0.97,0.97,178,6,178,6,3,23,0.0001554907677356657,0.9696969696969697,0.00031093167762215,7.69027009937538,1.0,0.00015379357484620644
