sample,sub_sample,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,test_precision,test_recall,test_f1
1,2,1077,1.00,1.00,264,0,216,0,1,11,0.41509433962264153,1.0,0.5866666666666668
2,2,1752,1.00,1.00,320,0,270,0,1,11,0.3793103448275862,1.0,0.5499999999999999
3,2,1893,1.00,1.00,282,0,234,0,1,11,0.6052631578947368,1.0,0.7540983606557378
4,2,1154,1.00,1.00,309,0,252,0,1,11,0.02080624187256177,1.0,0.04076433121019108
5,2,1073,1.00,1.00,276,0,234,0,1,11,0.5208333333333334,1.0,0.684931506849315
