sample,sub_sample,result_id,test_precision,test_recall,test_f1
1,1,1,0.8223684210526315,0.6793478260869565,0.7440476190476192
1,3,1,0.8223684210526315,0.6793478260869565,0.7440476190476192
2,1,1,0.7716049382716049,0.7082152974504249,0.7385524372230428
2,2,1,0.7716049382716049,0.7082152974504249,0.7385524372230428
2,3,1,0.7716049382716049,0.7082152974504249,0.7385524372230428
2,4,1,0.7716049382716049,0.7082152974504249,0.7385524372230428
3,1,1,0.9290322580645162,0.8181818181818182,0.8700906344410877
3,2,1,0.9290322580645162,0.8181818181818182,0.8700906344410877
3,3,1,0.9290322580645162,0.8181818181818182,0.8700906344410877
3,4,1,0.9290322580645162,0.8181818181818182,0.8700906344410877
3,5,1,0.9290322580645162,0.8181818181818182,0.8700906344410877
4,2,1,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,2,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,3,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,4,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,5,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,6,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,7,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,8,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,9,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,10,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,11,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,12,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,13,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,14,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,15,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,16,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,17,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,18,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,19,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,20,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,21,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,22,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,23,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,24,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,25,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,26,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,27,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,28,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,29,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,30,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,31,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,32,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,2,33,0.6815642458100558,0.7327327327327328,0.7062228654124457
4,4,1,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,2,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,3,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,4,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,5,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,6,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,7,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,8,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,9,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,10,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,11,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,12,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,13,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,14,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,15,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,16,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,17,0.6815642458100558,0.7327327327327328,0.7062228654124457
4,4,18,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,19,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,20,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,21,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,22,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,23,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,24,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,25,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,26,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,27,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,28,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,29,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,30,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,31,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,32,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,4,33,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,1,0.6815642458100558,0.7327327327327328,0.7062228654124457
4,5,2,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,3,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,4,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,5,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,6,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,7,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,8,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,9,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,10,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,11,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,12,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,13,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,14,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,15,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,16,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,17,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,18,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,19,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,20,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,21,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,22,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,23,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,24,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,25,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,26,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,27,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,28,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,29,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,30,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,31,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,32,0.6971428571428572,0.7327327327327328,0.7144948755490483
4,5,33,0.6971428571428572,0.7327327327327328,0.7144948755490483
5,1,1,0.912,0.7284345047923323,0.8099467140319716
5,2,1,0.912,0.7284345047923323,0.8099467140319716
5,4,1,0.912,0.7284345047923323,0.8099467140319716
