sample,sub_sample,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,test_precision,test_recall,test_f1
1,1,944,1.00,1.00,203,0,162,0,1,11,0.41509433962264153,1.0,0.5866666666666668
1,2,1540,1.00,1.00,172,0,144,0,1,11,0.41509433962264153,1.0,0.5866666666666668
1,3,1247,1.00,1.00,161,0,126,0,1,11,0.018456375838926176,1.0,0.036243822075782535
2,1,1076,1.00,1.00,137,0,108,0,1,11,0.01904761904761905,1.0,0.03738317757009346
2,2,1745,1.00,1.00,154,0,126,0,1,11,0.3793103448275862,1.0,0.5499999999999999
2,3,1426,1.00,1.00,168,0,144,0,1,11,0.01375,1.0,0.02712700369913687
