theta,delta,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,val_precision,val_recall,val_f1,test_precision,test_recall,test_f1
2,0.6,471,0.85,0.56,10420,8224,16758,1886,,274,0.1762813639288012,0.9547038327526133,0.2976104272266474,0.09848036313400434,0.9818002951303493,0.17900542576566073
2,0.4,509,0.86,0.56,10411,8233,16882,1762,,305,0.18711586615069428,0.9547038327526133,0.31290445374952414,0.10139326756839215,0.9812992125984252,0.18379574154299935
2,0.25,547,0.89,0.50,9322,9322,17469,1175,,228,0.7788944723618091,0.9253731343283582,0.8458390177353343,0.7106283941039565,0.93900563813429,0.8090086111724443
2,0.2,576,0.90,0.47,8823,9821,17642,1002,,127,0.963963963963964,0.908429351121892,0.935373087730253,1.0,0.9471007121057986,0.9728317659352143
2,0.15,489,0.89,0.31,5839,12805,17949,695,,78,1.0,0.715203426124197,0.8339575530586766,1.0,0.6964735516372796,0.8210838901262064
2,0.1,208,1.00,0.00,5,18639,18644,0,,20,,,,1.0,0.0019305019305019305,0.0038535645472061652
2.5,1,420,0.82,0.69,12817,5827,15826,2818,,289,0.08454412481716236,0.9813242784380306,0.1556762580239709,0.09354265956452668,0.9833005893909627,0.17083368888130385
2.5,0.6,421,0.85,0.69,12790,5854,16376,2268,,264,0.08360191424943843,0.9749430523917996,0.15399838085814518,0.0915133855399745,0.9852941176470589,0.16747208798533575
2.5,0.4,458,0.86,0.68,12754,5890,16543,2101,,268,0.08852119958634953,0.9749430523917996,0.16230565036025785,0.09163928441036875,0.984796468857283,0.16767567116195567
2.5,0.25,511,0.88,0.67,12539,6105,16925,1719,,243,0.45298226759806554,0.9672977624784854,0.6170173833485818,0.29149560117302054,0.9797930014785609,0.4493163069273365
2.5,0.2,544,0.90,0.62,11584,7060,17293,1351,,184,0.587018544935806,0.955310504933256,0.7271924011486637,0.8966861598440545,0.9411764705882353,0.9183928125779885
2.5,0.15,573,0.89,0.47,8776,9868,17570,1074,,90,0.5273469387755102,0.8357050452781372,0.6466466466466466,0.9161676646706587,0.7431693989071039,0.8206503519946363
2.5,0.1,201,1.00,0.00,5,18639,18644,0,,20,,,,1.0,0.0019305019305019305,0.0038535645472061652
3,1,364,0.81,0.73,13558,5086,15479,3165,,249,0.06599970135881739,0.9910313901345291,0.12375752484950302,0.07760498835549545,0.9990328820116054,0.1440223074241896
3,0.6,373,0.84,0.73,13531,5113,16058,2586,,224,0.06681783824640967,0.9910313901345291,0.1251947316244158,0.08145402933291279,0.9990328820116054,0.15062700495771364
3,0.4,389,0.84,0.73,13540,5104,15999,2645,,237,0.06853775779190573,0.9910313901345291,0.1282088469905729,0.08463178612432344,0.9985486211901307,0.15603855603855604
3,0.25,454,0.88,0.71,13262,5382,16787,1857,,223,0.40277136258660506,0.9841986455981941,0.5716158636512618,0.268260641093011,0.9931906614785992,0.42242449317335534
3,0.2,509,0.89,0.67,12419,6225,17057,1587,,180,0.49231644849174727,0.9801699716713881,0.6554271642356507,0.4979166666666667,0.9603214465092919,0.655805179214543
