sample,sub_sample,result_id,test_precision,test_recall,test_f1
1,1,1,0.907185628742515,0.9105935386927122,0.9088863892013497
1,1,2,0.9064856711915535,0.9064856711915535,0.9064856711915534
1,1,3,0.9064856711915535,0.9064856711915535,0.9064856711915534
1,1,4,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,5,0.9064856711915535,0.9064856711915535,0.9064856711915534
1,1,6,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,7,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,8,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,9,0.9064856711915535,0.9064856711915535,0.9064856711915534
1,1,10,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,11,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,12,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,13,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,14,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,15,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,16,0.9051987767584098,0.8990129081245254,0.9020952380952381
1,1,17,0.9064856711915535,0.9064856711915535,0.9064856711915534
1,1,18,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,19,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,20,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,21,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,22,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,23,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,24,0.9051987767584098,0.8990129081245254,0.9020952380952381
1,1,25,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,26,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,27,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,28,0.9051987767584098,0.8990129081245254,0.9020952380952381
1,1,29,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,30,0.9051987767584098,0.8990129081245254,0.9020952380952381
1,1,31,0.9051987767584098,0.8990129081245254,0.9020952380952381
1,1,32,0.9050535987748851,0.898176291793313,0.9016018306636154
1,1,33,0.9064856711915535,0.9064856711915535,0.9064856711915534
1,1,34,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,35,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,36,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,37,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,38,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,39,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,40,0.9051987767584098,0.8990129081245254,0.9020952380952381
1,1,41,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,42,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,43,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,44,0.9051987767584098,0.8990129081245254,0.9020952380952381
1,1,45,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,1,46,0.9051987767584098,0.8990129081245254,0.9020952380952381
1,1,47,0.9051987767584098,0.8990129081245254,0.9020952380952381
1,1,48,0.9050535987748851,0.898176291793313,0.9016018306636154
1,1,49,0.9059180576631259,0.903177004538578,0.9045454545454545
1,1,50,0.9054878048780488,0.9006823351023503,0.9030786773090079
1,2,1,0.8938053097345132,0.9105935386927122,0.9021213248976554
1,2,2,0.8930163447251115,0.9064856711915535,0.8997005988023952
1,2,3,0.8930163447251115,0.9064856711915535,0.8997005988023952
1,2,4,0.8923766816143498,0.903177004538578,0.8977443609022557
1,2,5,0.8930163447251115,0.9064856711915535,0.8997005988023952
1,2,6,0.8923766816143498,0.903177004538578,0.8977443609022557
1,2,7,0.8923766816143498,0.903177004538578,0.8977443609022557
1,2,8,0.8918918918918919,0.9006823351023503,0.8962655601659751
1,2,9,0.8930163447251115,0.9064856711915535,0.8997005988023952
1,2,10,0.8923766816143498,0.903177004538578,0.8977443609022557
1,2,11,0.8923766816143498,0.903177004538578,0.8977443609022557
1,2,12,0.8918918918918919,0.9006823351023503,0.8962655601659751
1,2,13,0.8923766816143498,0.903177004538578,0.8977443609022557
1,2,14,0.8918918918918919,0.9006823351023503,0.8962655601659751
1,2,15,0.8918918918918919,0.9006823351023503,0.8962655601659751
1,2,16,0.891566265060241,0.8990129081245254,0.8952741020793952
1,2,17,0.8930163447251115,0.9064856711915535,0.8997005988023952
