tid,tconst,averageRating,numVotes
7,tt12535755,6.3,150
9,tt12541408,8.6,53
10,tt12534669,7.0,5
11,tt12534868,6.3,922
12,tt12541355,6.1,124
13,tt0040146,5.6,14
15,tt12534907,7.3,18812
27,tt0927634,6.4,8
28,tt12535746,7.6,-1
29,tt12539879,5.5,85
30,tt12540401,7.0,59
31,tt12541831,4.4,9
42,tt12534268,6.8,42
45,tt2061640,8.9,8
49,tt8181336,6.4,19
50,tt12535723,5.8,121
58,tt12541427,8.3,12
61,tt0311234,6.8,11
62,tt12537280,7.8,25
63,tt12538434,8.6,21
66,tt12536025,6.3,149
69,tt12543819,6.5,38
71,tt0977637,6.3,1034
72,tt12545396,5.7,16
77,tt12544362,7.8,89
78,tt12532254,7.4,61
86,tt0499179,8.6,16
90,tt12535633,4.5,11
91,tt12545654,5.5,48
94,tt12542350,6.7,20
97,tt12531800,5.0,755
102,tt12538281,2.5,803
112,tt12537316,6.6,7
115,tt12535190,7.8,8
116,tt12536172,7.0,5
119,tt12545974,6.4,143
122,tt12535718,7.7,25
123,tt1459073,7.4,11
127,tt12541504,4.9,243
133,tt12533597,7.2,673
137,tt12539959,5.8,304
138,tt12536340,7.0,184
144,tt12539473,5.4,10
149,tt12531668,10.0,15
150,tt1124107,7.3,21
153,tt0865634,8.4,52
159,tt0828149,8.6,12
161,tt12536038,6.0,-4
163,tt12545536,5.1,22995
164,tt5421602,8.7,28009
166,tt12537406,8.2,16
167,tt12540137,5.6,1057
168,tt7349906,4.6,8
169,tt12532474,7.0,7
170,tt12544580,7.2,-4
173,tt8667604,8.3,12
175,tt12540048,7.6,9
179,tt12536033,7.1,9
182,tt12542856,8.0,22
186,tt12539885,7.0,6
189,tt3073216,6.4,5
190,tt12532745,6.6,7
192,tt12537971,5.9,5
194,tt12531452,8.0,3124
195,tt12536221,7.0,13
196,tt0350037,6.3,149
198,tt12532677,8.1,91
206,tt12534789,6.0,22
209,tt0350750,3.8,13
215,tt12535069,5.7,21
216,tt12536445,7.0,256
219,tt12543760,4.6,12
222,tt12534923,6.7,348
223,tt12544082,6.8,7
226,tt12532053,7.4,7
230,tt12545128,5.8,96
231,tt12532919,7.7,176
236,tt12537252,6.5,6
241,tt2513610,8.0,5
246,tt12532013,6.4,7
248,tt12543632,5.9,8
249,tt12543415,5.0,6
251,tt12545321,7.4,5
255,tt12532704,1.7,26
256,tt12532279,5.4,13
257,tt12541697,8.8,18
258,tt0457121,7.4,43
259,tt0835031,7.0,8
260,tt12535614,6.8,13
269,tt12539069,5.9,14
274,tt12545091,7.4,44
276,tt12538615,6.5,96
278,tt12543861,4.7,28
279,tt12534428,7.5,26
288,tt12532319,8.0,13
290,tt4995922,6.0,5
294,tt12545898,7.6,15
295,tt12538176,8.0,4
297,tt12533508,1.7,22
298,tt12536597,6.1,5
299,tt12539619,7.7,7
301,tt12542555,6.6,29
302,tt12544459,8.0,131
307,tt12536125,6.9,163
318,tt12536696,7.0,18
319,tt12538412,5.9,14
320,tt12541065,5.7,10
325,tt12536682,6.7,31
330,tt0210959,7.4,7
334,tt12540918,5.6,426
338,tt12540974,6.8,11
340,tt12531232,4.7,5
341,tt12539456,7.1,30
342,tt12531526,5.0,835
343,tt12544532,4.0,2
348,tt12537456,7.9,504
349,tt12538413,5.6,21
352,tt12543390,7.1,13
354,tt12543216,8.7,7
359,tt12545773,7.3,10
363,tt12534492,5.5,25
366,tt12541123,5.9,371
371,tt3314940,7.6,5
373,tt12535110,5.4,87
374,tt12537278,7.3,25
375,tt0003158,6.0,12
379,tt1351264,8.6,20
384,tt12531670,9.7,6
386,tt2180561,7.6,68
392,tt12543975,7.1,8
396,tt12535557,7.9,350
397,tt12539278,5.9,96
399,tt12545793,6.1,8
401,tt4288938,9.2,9
403,tt12531574,7.9,8
404,tt12540214,6.8,19
407,tt12535725,5.5,131
411,tt12543380,7.3,450
415,tt12531828,7.6,1143
416,tt12534909,7.2,18816
419,tt12540322,4.9,18
423,tt12540495,7.6,12
425,tt12543416,4.5,6
426,tt0366371,6.1,191
428,tt12534073,5.6,68
437,tt0364182,9.0,14
443,tt2953038,8.0,9
446,tt3542816,9.3,14
450,tt12533466,9.0,7
462,tt12545568,7.5,13
466,tt0017883,5.9,10
468,tt12532782,6.2,39
473,tt12541583,6.4,5
477,tt12544877,6.4,527
478,tt4241804,8.8,9
482,tt12535161,7.0,76
490,tt12535121,8.0,7
492,tt12539050,5.9,10
493,tt1773466,5.6,8
496,tt2836540,8.5,10
500,tt12540764,3.6,15
502,tt12533476,6.6,13
503,tt7510284,7.7,175
505,tt0246906,6.6,256
507,tt12534800,5.3,358
508,tt12535436,5.4,64
511,tt6488386,7.9,38
513,tt12531324,7.5,27
515,tt12535341,7.4,8
521,tt12540773,7.5,11
522,tt0063241,5.7,74
524,tt12532982,7.6,12
525,tt12541619,7.7,18
528,tt1733527,7.3,12
529,tt0948457,7.8,32
530,tt12533085,4.0,27
531,tt12542683,5.8,39
532,tt9747450,7.1,672
536,tt12531998,5.9,13
539,tt12538793,6.9,30
541,tt12543062,7.9,32
543,tt12533596,6.9,672
544,tt12538616,7.0,91
548,tt12531827,7.5,1153
549,tt12540494,7.3,17
553,tt12542568,5.8,127
554,tt12531131,6.8,53
557,tt1113723,8.1,54
558,tt12542003,6.2,13
559,tt5950092,1.9,103
560,tt0059205,5.4,1727
561,tt1078899,4.8,1597
562,tt12532394,6.6,36
576,tt12541182,9.3,17
579,tt12533821,7.7,13
586,tt12538451,6.2,13
589,tt12536910,7.1,13
592,tt12543129,7.7,236
594,tt1145500,8.7,1892
595,tt12540839,5.9,900
596,tt12541834,3.7,40
598,tt12535448,6.0,94
601,tt12542280,6.2,128
605,tt12532402,4.8,33
609,tt0023465,6.4,114
613,tt12532318,7.4,2
620,tt12545446,8.2,71
621,tt12540328,8.4,494
624,tt12534902,6.0,51
625,tt12543524,4.5,28
626,tt12539958,6.1,304
633,tt0052483,8.8,53
634,tt12543042,5.6,30
636,tt0019924,6.4,8
637,tt2234551,7.7,62
646,tt4575788,6.2,5
650,tt0284537,6.0,331
651,tt12543523,4.6,28
659,tt8155710,7.0,6
661,tt12536223,7.5,4
662,tt12537608,6.6,6
667,tt12534867,6.0,926
669,tt2207026,6.6,63
671,tt12532526,6.2,26
673,tt12531326,7.3,21
674,tt2907124,6.3,26
677,tt0212254,6.1,18
684,tt12534866,6.2,926
689,tt12535632,4.4,13
693,tt0990310,5.5,28
704,tt12537315,5.3,94
710,tt12536725,5.2,5
712,tt12531196,7.9,20
718,tt0092451,7.7,107
719,tt0266921,6.1,11
721,tt12541633,5.3,13
722,tt12542069,6.2,10
727,tt1172587,5.7,1551
730,tt3142914,5.0,20
738,tt12541134,6.7,29
761,tt12545082,5.1,9
