sample,sub_sample,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,test_precision,test_recall,test_f1
1,1,455,1.00,1.00,23,0,18,0,1,7,0.001451378809869376,1.0,0.002898550724637681
1,2,460,1.00,1.00,19,0,0,0,1,7,0.001451378809869376,1.0,0.002898550724637681
1,3,461,1.00,1.00,8,0,0,0,1,7,0.001451378809869376,1.0,0.002898550724637681
1,4,461,1.00,1.00,15,0,0,0,1,7,0.001451378809869376,1.0,0.002898550724637681
1,5,466,1.00,1.00,30,0,18,0,1,7,0.002324598478444632,1.0,0.004638414505587181
2,1,462,1.00,1.00,20,0,0,0,1,7,0.0013266598323584393,1.0,0.0026498042758205356
2,2,461,1.00,1.00,15,0,0,0,1,7,0.0013266598323584393,1.0,0.0026498042758205356
2,3,461,1.00,1.00,9,0,0,0,1,7,0.0013266598323584393,1.0,0.0026498042758205356
2,4,462,1.00,1.00,21,0,18,0,1,7,0.0013266598323584393,1.0,0.0026498042758205356
2,5,460,1.00,1.00,22,0,18,0,1,7,0.0013266598323584393,1.0,0.0026498042758205356
3,1,448,1.00,1.00,14,0,0,0,1,7,0.0017052194543297745,1.0,0.0034046332617866924
3,2,460,1.00,1.00,17,0,0,0,1,7,0.0017052194543297745,1.0,0.0034046332617866924
3,3,446,1.00,1.00,13,0,0,0,1,7,0.0017052194543297745,1.0,0.0034046332617866924
3,4,463,1.00,1.00,14,0,0,0,1,7,0.0017052194543297745,1.0,0.0034046332617866924
3,5,458,1.00,1.00,13,0,0,0,1,7,0.0017052194543297745,1.0,0.0034046332617866924
4,1,460,1.00,1.00,13,0,0,0,1,7,0.001110494169905608,1.0,0.0022185246810870773
4,2,448,1.00,1.00,20,0,0,0,1,7,0.001110494169905608,1.0,0.0022185246810870773
4,3,446,1.00,1.00,18,0,0,0,1,7,0.001110494169905608,1.0,0.0022185246810870773
4,4,459,1.00,1.00,20,0,0,0,1,7,0.001110494169905608,1.0,0.0022185246810870773
4,5,463,1.00,1.00,11,0,0,0,1,7,0.001110494169905608,1.0,0.0022185246810870773
5,1,462,1.00,1.00,16,0,0,0,1,7,0.00186219739292365,1.0,0.003717472118959108
5,2,447,1.00,1.00,19,0,0,0,1,7,0.00186219739292365,1.0,0.003717472118959108
5,3,444,1.00,1.00,6,0,0,0,1,7,0.00186219739292365,1.0,0.003717472118959108
5,4,460,1.00,1.00,23,0,18,0,1,7,0.00186219739292365,1.0,0.003717472118959108
5,5,462,1.00,1.00,18,0,0,0,1,7,0.00186219739292365,1.0,0.003717472118959108
